name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,f1_diff_after_polymer,f2_diff_after_polymer,f1_diff_after_mliropt,f2_diff_after_mliropt,time_interp_file1,time_interp_file2,time_equivalence,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
adi,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
3mm,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.225896,0.495035,0.013844,70226,178241,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
doitgen,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.133737,0.295307,0.007443,42785,101357,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
syr2k,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.154387,0.397192,0.017917,31902,135773,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
jacobi-1d,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011446,0.030486,0.001037,3497,13591,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
bicg,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.024219,0.071414,0.006007,6736,22709,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
seidel-2d,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.844380,2.664406,0.077151,89775,985828,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.179499,0.387538,0.014453,49050,140062,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
correlation,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.150328,0.368752,0.010419,48206,123470,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
floyd-warshall,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,3.156118,5.556469,0.300761,662652,1958662,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.099523,0.172149,0.004086,20201,62514,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
nussinov,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.678598,1.998073,0.054693,122385,772106,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/nussinov-8-translated-noasyncepilogue.c ""n,seq,table"""
fdtd-2d,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.452318,1.174735,0.042118,108727,414563,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
gemver,affine-no-polymer-normalize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.052058,0.153759,0.006374,15047,48778,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-normalize/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.140705,0.358798,0.010406,43273,116682,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
symm,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.105709,0.291451,0.012143,26508,95251,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
ludcmp,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.218522,0.548613,0.014857,76646,194157,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
gramschmidt,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.194899,0.432278,0.011988,59167,150477,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
mvt,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028656,0.074012,0.002799,9945,26661,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
cholesky,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.127039,0.268162,0.007587,36172,91135,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
deriche,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.337779,1.098360,0.049997,133581,421185,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
jacobi-2d,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.540985,1.578870,0.052164,98698,537757,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
trisolv,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.009318,0.018779,0.001099,2597,6681,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
syrk,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.109892,0.268690,0.009072,31899,89276,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
durbin,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
atax,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.029020,0.074098,0.002744,9993,25991,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
lu,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.232781,0.578483,0.013957,69052,174115,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/lu-8-translated-noasyncepilogue.c ""A"""
heat-3d,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.886940,2.110585,0.117700,73099,605598,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
gesummv,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.015092,0.036736,0.002233,3839,13007,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
covariance,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.149575,0.347689,0.009776,47630,118894,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
adi,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
3mm,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.225930,0.571516,0.018340,70226,178319,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
doitgen,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.129314,0.325187,0.007565,42785,101377,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
syr2k,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.155533,0.419703,0.027092,31902,135779,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
jacobi-1d,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.017683,0.030389,0.001008,3497,12477,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
bicg,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.024009,0.061054,0.002691,6736,22734,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
seidel-2d,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/seidel-2d-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.181553,0.395319,0.014637,49050,140068,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
correlation,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.151120,0.349104,0.010488,48206,122742,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
floyd-warshall,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/floyd-warshall-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.062276,0.153458,0.004094,20201,50542,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
nussinov,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.693440,1.685299,0.054770,122385,662487,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/nussinov-8-translated-noasyncepilogue.c ""n,seq,table"""
fdtd-2d,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.477371,1.145784,0.039798,108727,402589,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
gemver,affine-no-polymer-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.051526,0.140915,0.006158,15047,49847,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-tile/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.141738,0.349443,0.010523,43273,109051,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
symm,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.104265,0.355348,0.012432,26508,101225,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
